satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_with_company,involved_in_accident,left_company,promoted_last_5_years,department,salary_level
64.0,69.0,4,232,3,0,0,0,technical,high
92.0,67.0,4,241,3,0,0,0,technical,high
49.0,67.0,2,190,8,0,0,0,marketing,medium
90.0,97.0,4,258,5,0,1,0,accounting,low
63.0,76.0,4,217,2,1,0,0,IT,medium
94.0,85.0,4,236,2,0,0,0,marketing,medium
94.0,51.0,3,242,3,0,0,0,sales,medium
97.0,94.0,4,253,3,0,0,0,support,medium
56.99999999999999,99.0,3,205,3,0,0,0,technical,low
61.0,42.0,2,103,8,0,0,0,marketing,medium
37.0,53.0,2,131,3,0,1,0,sales,low
83.0,99.0,4,223,5,0,1,0,accounting,medium
91.0,69.0,5,240,3,0,0,0,sales,medium
11.0,80.0,6,285,4,0,1,0,accounting,medium
43.0,56.99999999999999,2,129,3,0,1,0,sales,medium
82.0,73.0,4,195,5,1,0,0,technical,medium
44.0,37.0,2,219,2,0,0,0,technical,low
70.0,79.0,6,145,3,0,0,0,accounting,medium
44.0,45.0,2,132,3,0,1,0,sales,low
56.00000000000001,76.0,3,213,2,1,0,0,product_mng,medium
44.0,48.0,2,146,3,0,1,0,support,low
60.0,42.0,2,109,6,0,0,0,sales,low
65.0,36.0,2,282,3,0,0,0,product_mng,medium
90.0,99.0,3,259,3,1,0,0,technical,medium
11.0,93.0,5,140,5,0,1,0,hr,medium
73.0,69.0,3,175,2,0,0,0,IT,medium
60.0,87.0,4,227,3,1,0,0,technical,medium
53.0,50.0,5,159,2,0,0,0,IT,medium
59.0,55.00000000000001,3,183,4,0,0,0,marketing,low
9.0,95.0,6,271,4,0,1,0,sales,low
10.0,92.0,7,307,4,0,1,0,support,low
63.0,98.0,4,187,3,0,0,0,management,high
15.0,97.0,3,198,5,0,0,0,management,medium
54.0,49.0,4,190,3,0,0,0,technical,medium
70.0,39.0,6,285,4,0,0,0,sales,low
62.0,69.0,4,184,3,0,0,0,technical,low
23.0,94.0,4,149,6,0,0,0,accounting,low
68.0,51.0,4,176,4,1,0,0,sales,low
44.0,55.00000000000001,2,128,3,0,1,1,IT,medium
70.0,83.0,5,261,4,0,0,0,RandD,high
37.0,56.00000000000001,2,138,3,0,1,0,IT,low
82.0,85.0,3,214,2,0,0,0,support,high
69.0,75.0,3,204,3,0,0,0,sales,low
53.0,64.0,3,143,2,0,0,0,sales,low
81.0,68.0,3,151,3,0,0,0,accounting,low
65.0,86.0,2,181,2,0,1,0,support,low
72.0,55.00000000000001,4,202,3,0,0,0,technical,low
44.0,54.0,2,127,3,0,1,0,management,medium
11.0,95.0,6,245,4,0,1,0,management,low
94.0,86.0,3,150,2,0,0,0,technical,low
18.0,46.0,4,249,4,0,0,0,technical,low
54.0,45.0,4,137,3,1,0,0,management,medium
53.0,87.0,3,151,2,0,0,0,RandD,low
41.0,52.0,2,127,3,1,1,0,support,low
98.0,84.0,4,200,2,0,0,0,product_mng,medium
40.0,46.0,2,127,3,0,1,0,technical,low
10.0,85.0,6,266,4,0,1,0,sales,low
75.0,98.0,4,198,3,0,0,0,support,low
38.0,50.0,2,150,3,1,1,0,support,medium
82.0,57.99999999999999,4,249,5,0,0,0,technical,medium
61.0,47.0,2,253,3,0,1,0,sales,low
82.0,90.0,3,215,4,0,0,0,management,high
44.0,87.0,5,104,4,0,0,0,technical,high
14.000000000000002,63.0,6,215,5,0,0,0,sales,low
59.0,89.0,3,192,2,0,0,0,IT,low
54.0,53.0,4,183,3,0,0,0,IT,low
65.0,100.0,4,229,4,0,0,0,product_mng,low
89.0,85.0,5,266,5,0,1,0,sales,low
16.0,74.0,5,205,4,1,0,0,sales,low
41.0,46.0,2,156,3,1,1,0,sales,low
87.0,53.0,4,144,3,0,0,0,sales,medium
73.0,67.0,4,205,3,0,0,0,technical,low
11.0,83.0,6,244,4,0,1,0,hr,medium
75.0,78.0,2,259,3,0,0,0,product_mng,low
72.0,71.0,3,135,3,0,0,0,technical,low
82.0,54.0,4,191,3,0,0,0,sales,medium
65.0,75.0,2,151,3,0,0,0,IT,low
69.0,90.0,4,148,2,0,0,0,sales,low
10.0,82.0,6,266,4,0,1,0,IT,low
63.0,52.0,5,209,8,1,0,0,RandD,low
74.0,50.0,5,131,3,0,0,0,accounting,low
22.0,78.0,6,206,6,0,0,0,RandD,low
10.0,83.0,6,269,4,0,1,0,IT,low
80.0,100.0,5,260,5,0,1,0,hr,low
69.0,66.0,3,113,4,0,0,0,sales,low
10.0,97.0,7,306,4,0,1,0,marketing,low
94.0,88.0,5,150,4,0,0,0,technical,medium
95.0,67.0,4,270,4,0,0,0,support,medium
86.0,100.0,5,229,5,0,1,0,product_mng,low
83.0,95.0,3,264,2,0,0,0,marketing,low
85.0,51.0,3,153,4,0,0,0,technical,medium
57.99999999999999,50.0,2,132,3,0,0,0,support,medium
38.0,74.0,3,159,4,0,0,0,technical,medium
16.0,70.0,5,257,4,0,0,0,sales,medium
95.0,90.0,4,221,10,1,0,0,management,high
73.0,74.0,4,181,4,0,0,0,marketing,low
65.0,53.0,5,142,3,0,0,0,product_mng,medium
37.0,41.0,2,113,3,0,0,1,RandD,medium
50.0,53.0,3,142,3,1,0,0,product_mng,medium
65.0,83.0,4,251,2,0,0,0,technical,medium
74.0,69.0,4,244,2,0,0,0,sales,low
75.0,89.0,4,228,5,0,1,0,support,low
42.0,46.0,2,132,3,0,1,0,sales,low
64.0,40.0,3,248,3,0,0,0,product_mng,medium
93.0,74.0,2,169,4,0,0,0,support,low
83.0,82.0,5,179,3,0,0,0,technical,low
83.0,52.0,2,149,2,1,0,0,sales,low
67.0,60.0,4,210,3,0,0,0,support,low
93.0,97.0,4,158,3,1,0,0,technical,medium
43.0,55.00000000000001,4,134,3,0,1,0,marketing,low
86.0,82.0,3,263,6,0,0,0,sales,high
56.99999999999999,51.0,2,152,2,0,0,0,accounting,medium
50.0,89.0,5,223,3,0,0,0,marketing,low
80.0,57.99999999999999,3,197,3,0,0,0,support,medium
95.0,69.0,4,207,2,1,0,0,technical,low
73.0,55.00000000000001,4,171,4,0,0,0,sales,medium
69.0,53.0,3,142,3,0,0,0,support,low
79.0,74.0,3,238,2,0,0,0,technical,medium
97.0,62.0,6,118,2,0,0,0,accounting,low
81.0,86.0,3,231,3,0,0,0,sales,low
44.0,54.0,2,150,3,0,1,0,support,low
70.0,56.00000000000001,4,214,3,0,0,1,management,medium
88.0,56.99999999999999,4,261,4,0,0,0,technical,low
11.0,93.0,6,294,4,0,1,0,sales,medium
40.0,45.0,2,142,3,0,1,0,technical,low
53.0,70.0,4,223,3,0,0,0,sales,low
56.00000000000001,89.0,3,163,3,1,0,0,technical,high
56.00000000000001,90.0,4,115,3,0,0,0,technical,medium
65.0,89.0,5,223,3,1,0,0,accounting,medium
9.0,78.0,6,254,4,0,1,0,support,low
50.0,83.0,4,242,2,0,0,0,support,medium
88.0,100.0,5,219,5,0,1,0,technical,low
52.0,92.0,5,280,6,1,0,0,hr,high
93.0,86.0,4,219,3,0,0,0,accounting,low
11.0,84.0,6,298,4,0,1,0,sales,low
11.0,98.0,6,250,4,0,1,0,sales,medium
54.0,63.0,5,259,2,0,0,0,sales,medium
75.0,69.0,3,242,3,0,0,0,sales,high
45.0,72.0,3,148,2,0,0,0,sales,low
62.0,51.0,3,222,3,1,0,0,technical,medium
87.0,71.0,6,224,6,0,0,0,sales,high
64.0,96.0,3,274,3,0,0,0,accounting,low
86.0,65.0,5,166,3,0,0,0,sales,medium
11.0,78.0,7,278,4,0,1,0,sales,low
57.99999999999999,63.0,5,191,3,1,0,0,technical,high
77.0,98.0,4,238,6,0,1,0,support,low
93.0,67.0,5,167,3,0,0,0,technical,medium
67.0,97.0,4,196,3,0,0,0,support,medium
82.0,85.0,5,248,5,0,1,0,sales,low
64.0,49.0,5,188,2,0,0,0,IT,low
23.0,80.0,5,139,3,0,0,0,support,medium
71.0,57.99999999999999,3,194,4,0,0,0,sales,low
91.0,100.0,4,211,3,0,0,0,marketing,low
66.0,77.0,4,188,2,0,0,0,technical,low
62.0,49.0,4,174,3,0,0,0,technical,low
70.0,77.0,2,235,3,1,0,0,sales,medium
68.0,40.0,3,213,5,1,0,1,sales,low
70.0,38.0,4,270,2,0,0,0,RandD,low
76.0,55.00000000000001,4,163,2,1,0,0,hr,medium
15.0,91.0,2,207,3,0,0,0,technical,medium
73.0,79.0,4,208,5,0,0,0,technical,medium
10.0,80.0,7,281,4,0,1,0,technical,low
79.0,75.0,4,168,3,0,0,0,sales,high
59.0,97.0,5,242,3,0,0,0,product_mng,low
90.0,96.0,2,258,2,0,0,0,sales,low
76.0,81.0,4,242,2,0,0,0,IT,low
72.0,85.0,5,237,4,0,0,0,accounting,low
57.99999999999999,88.0,4,255,3,0,0,0,sales,high
96.0,61.0,3,140,3,0,0,0,marketing,low
97.0,91.0,4,257,3,1,0,0,technical,low
76.0,72.0,4,266,3,0,0,0,IT,medium
93.0,65.0,4,212,4,0,0,0,IT,medium
61.0,70.0,4,175,3,1,0,0,IT,medium
66.0,57.99999999999999,3,157,2,0,0,0,support,medium
51.0,72.0,3,242,3,0,0,0,technical,low
72.0,69.0,4,149,2,0,0,0,management,medium
93.0,60.0,5,170,2,0,0,0,technical,medium
80.0,95.0,3,146,5,0,1,0,hr,low
83.0,68.0,4,198,3,0,0,0,marketing,medium
81.0,90.0,4,226,5,0,1,0,product_mng,medium
67.0,66.0,6,152,3,0,0,0,RandD,medium
49.0,59.0,3,185,3,0,0,0,sales,low
76.0,77.0,3,254,3,0,0,0,product_mng,medium
45.0,52.0,2,160,3,0,1,0,sales,low
75.0,55.00000000000001,3,162,3,0,0,0,sales,low
59.0,62.0,3,203,4,0,0,0,support,medium
37.0,52.0,2,140,3,0,1,0,management,medium
53.0,75.0,2,123,4,0,0,0,RandD,medium
10.0,77.0,6,280,4,0,1,0,sales,medium
55.00000000000001,90.0,4,191,3,0,0,0,sales,low
90.0,76.0,4,252,4,0,0,0,sales,medium
90.0,53.0,3,270,3,0,0,0,sales,medium
94.0,82.0,3,187,3,0,0,0,sales,low
78.0,92.0,5,242,4,0,0,0,RandD,medium
86.0,89.0,4,136,4,0,0,0,technical,medium
91.0,43.0,4,117,5,1,0,0,technical,medium
96.0,92.0,4,148,3,0,0,0,technical,medium
86.0,68.0,2,192,3,0,0,0,product_mng,high
49.0,89.0,4,240,2,0,0,0,RandD,medium
81.0,84.0,4,143,2,0,0,0,technical,medium
21.0,62.0,4,247,3,1,0,0,product_mng,low
47.0,81.0,4,133,3,0,1,0,RandD,low
75.0,96.0,5,190,3,0,0,0,sales,medium
79.0,91.0,5,271,5,0,1,0,sales,low
69.0,56.00000000000001,2,214,2,0,0,0,sales,low
84.0,85.0,5,260,5,0,1,0,support,low
30.0,64.0,2,137,3,0,0,0,management,high
90.0,64.0,5,226,2,0,0,0,technical,low
99.0,60.0,3,262,2,0,0,0,marketing,low
54.0,53.0,4,245,2,0,0,0,technical,low
81.0,69.0,5,109,2,0,0,0,IT,high
99.0,55.00000000000001,3,170,3,0,0,0,marketing,medium
75.0,85.0,4,234,3,0,0,0,IT,low
38.0,55.00000000000001,2,158,3,0,1,0,support,low
51.0,51.0,5,259,4,0,0,0,sales,low
49.0,43.0,5,210,4,1,0,0,technical,medium
83.0,85.0,5,237,5,0,1,0,marketing,medium
37.0,46.0,2,149,3,0,1,0,marketing,high
27.0,75.0,5,264,3,0,0,0,technical,medium
82.0,75.0,5,160,3,1,0,0,product_mng,high
52.0,98.0,4,148,3,0,0,0,sales,low
77.0,49.0,2,286,7,0,0,0,marketing,low
10.0,90.0,6,299,4,0,1,0,marketing,low
91.0,89.0,4,144,3,1,0,0,technical,low
68.0,61.0,6,236,3,0,0,0,sales,medium
57.99999999999999,98.0,3,175,3,0,0,0,sales,low
89.0,73.0,4,171,4,0,0,0,RandD,medium
51.0,62.0,3,110,3,0,0,0,support,low
84.0,96.0,6,155,5,0,0,0,product_mng,medium
68.0,85.0,4,156,2,0,0,0,support,low
66.0,84.0,4,168,2,0,0,0,support,low
67.0,49.0,3,247,10,0,0,0,sales,medium
96.0,71.0,3,205,8,1,0,0,management,medium
71.0,74.0,4,206,4,0,0,0,product_mng,medium
94.0,51.0,5,238,2,0,0,0,sales,low
46.0,87.0,5,254,5,1,0,0,sales,low
41.0,54.0,2,152,3,0,1,0,technical,low
83.0,49.0,4,218,2,0,0,0,technical,low
46.0,57.99999999999999,4,171,3,0,0,0,product_mng,low
92.0,64.0,2,104,7,0,0,0,product_mng,low
52.0,84.0,2,266,2,0,0,0,sales,low
73.0,95.0,3,149,2,0,0,0,support,low
54.0,37.0,2,176,2,0,0,0,sales,low
9.0,96.0,6,281,4,0,1,0,management,medium
78.0,79.0,3,203,2,0,0,0,sales,low
64.0,49.0,3,241,3,0,0,0,hr,medium
31.0,87.0,6,240,3,1,0,0,hr,low
91.0,100.0,4,257,5,0,1,0,accounting,medium
44.0,48.0,2,143,3,0,1,0,technical,medium
82.0,73.0,3,148,4,0,0,0,sales,high
94.0,70.0,5,147,2,0,0,0,support,medium
50.0,50.0,4,267,3,0,0,0,IT,medium
60.0,72.0,4,267,4,0,0,0,support,low
47.0,56.00000000000001,4,165,3,0,0,0,sales,medium
39.0,56.99999999999999,2,127,3,0,1,0,sales,low
74.0,70.0,4,167,3,1,0,0,technical,low
61.0,53.0,4,266,3,0,0,0,accounting,medium
44.0,51.0,2,156,3,0,1,0,technical,high
85.0,59.0,2,264,2,0,0,0,support,low
82.0,97.0,3,244,5,0,0,0,sales,medium
50.0,96.0,4,147,3,0,0,0,sales,low
42.0,56.00000000000001,2,143,3,0,1,0,support,medium
91.0,88.0,5,210,2,1,0,0,sales,low
17.0,66.0,6,224,3,0,0,0,sales,medium
100.0,87.0,3,274,3,0,0,0,product_mng,medium
56.00000000000001,49.0,3,208,3,0,0,0,support,low
81.0,62.0,5,201,3,1,0,0,sales,medium
43.0,47.0,2,131,3,0,1,0,accounting,low
66.0,91.0,4,234,2,1,0,0,IT,medium
13.0,77.0,4,201,5,0,0,0,marketing,medium
73.0,87.0,5,257,5,0,1,0,IT,low
80.0,87.0,5,240,6,0,1,0,technical,low
82.0,71.0,3,150,3,0,0,0,support,medium
70.0,60.0,5,208,3,0,0,0,management,medium
72.0,53.0,3,179,3,0,0,0,support,low
96.0,93.0,6,240,6,0,0,0,IT,low
82.0,62.0,4,267,3,1,0,0,accounting,medium
90.0,99.0,5,260,5,0,1,0,sales,low
97.0,61.0,3,208,3,0,0,0,technical,medium
59.0,79.0,3,270,3,0,0,0,technical,high
76.0,50.0,3,196,3,1,0,0,sales,medium
68.0,85.0,3,209,2,0,0,0,management,medium
37.0,51.0,2,140,3,0,1,0,support,medium
70.0,53.0,3,215,7,1,0,0,technical,medium
94.0,55.00000000000001,5,231,2,0,0,0,sales,medium
26.0,95.0,3,195,5,0,0,0,support,low
77.0,99.0,5,228,5,0,1,0,support,low
85.0,100.0,6,260,3,1,1,0,management,low
74.0,48.0,5,144,3,0,0,0,sales,medium
61.0,79.0,5,230,10,0,0,0,management,high
42.0,51.0,3,190,4,0,0,0,support,low
74.0,94.0,4,157,2,0,0,0,sales,medium
66.0,56.99999999999999,4,161,7,0,0,1,management,medium
44.0,49.0,2,154,3,0,1,0,support,low
92.0,94.0,2,224,2,0,0,0,sales,low
78.0,52.0,5,192,3,1,0,0,technical,low
81.0,75.0,4,206,3,0,0,0,IT,medium
11.0,78.0,6,300,4,1,1,0,RandD,low
70.0,85.0,3,188,2,0,0,0,technical,medium
14.000000000000002,83.0,5,153,5,1,0,0,sales,medium
36.0,48.0,2,158,3,0,1,0,IT,low
37.0,40.0,4,161,2,0,0,0,support,low
56.00000000000001,79.0,5,248,3,0,0,0,sales,medium
73.0,44.0,2,194,6,0,0,0,hr,medium
45.0,45.0,2,154,3,1,1,0,support,medium
97.0,63.0,5,258,2,0,0,0,IT,medium
38.0,50.0,2,153,3,0,1,0,support,medium
74.0,52.0,3,213,3,0,0,0,support,medium
37.0,50.0,2,154,3,0,1,0,hr,medium
57.99999999999999,48.0,5,251,3,0,0,0,sales,medium
96.0,100.0,3,231,6,0,0,0,sales,medium
59.0,75.0,4,266,3,0,0,0,accounting,medium
37.0,51.0,2,132,3,0,1,0,technical,medium
35.0,67.0,2,171,3,0,0,0,sales,medium
73.0,56.00000000000001,3,245,8,0,0,0,sales,medium
77.0,93.0,3,227,3,0,0,0,management,high
37.0,56.99999999999999,2,158,3,0,1,0,technical,low
86.0,96.0,4,196,3,0,0,0,sales,low
14.000000000000002,73.0,5,266,6,0,0,0,sales,low
60.0,96.0,4,220,3,1,0,1,sales,medium
53.0,59.0,4,259,3,0,0,0,sales,low
61.0,73.0,5,156,4,0,0,0,sales,low
49.0,59.0,4,265,3,0,0,0,RandD,low
88.0,63.0,3,257,3,0,0,0,sales,low
94.0,45.0,2,211,3,0,0,0,technical,low
40.0,47.0,2,146,3,0,1,0,sales,medium
83.0,80.0,4,274,3,0,0,0,RandD,high
35.0,54.0,3,128,3,0,0,0,support,medium
79.0,56.99999999999999,5,230,2,0,0,0,technical,low
73.0,56.00000000000001,5,239,3,0,0,0,technical,low
10.0,88.0,6,284,4,0,1,0,sales,low
60.0,82.0,4,272,3,0,0,0,support,low
60.0,83.0,4,216,2,1,0,0,hr,low
63.0,48.0,4,180,4,0,0,0,management,high
60.0,89.0,3,167,4,0,0,0,RandD,medium
99.0,37.0,6,219,6,0,0,0,product_mng,low
91.0,100.0,4,125,4,0,0,0,sales,medium
91.0,100.0,5,244,6,0,1,0,hr,low
59.0,53.0,5,169,3,0,0,0,technical,low
71.0,64.0,3,267,3,0,0,0,technical,low
62.0,91.0,3,133,3,0,0,0,RandD,medium
71.0,54.0,3,249,3,0,0,0,marketing,medium
62.0,91.0,3,195,3,0,0,0,sales,medium
31.0,86.0,3,205,5,0,0,0,product_mng,low
93.0,78.0,2,188,2,0,0,0,sales,low
78.0,93.0,5,225,5,0,1,0,sales,low
82.0,82.0,3,164,3,0,0,0,technical,high
91.0,57.99999999999999,3,257,3,0,0,0,marketing,medium
67.0,60.0,3,157,3,0,0,0,marketing,low
54.0,47.0,2,193,4,0,0,0,sales,medium
49.0,40.0,2,148,2,1,0,1,management,high
83.0,99.0,4,223,5,0,1,0,accounting,medium
10.0,81.0,7,291,4,0,1,0,sales,high
82.0,71.0,2,209,5,0,0,1,marketing,medium
68.0,76.0,3,260,4,0,0,0,support,low
77.0,82.0,4,217,5,0,1,0,hr,medium
77.0,40.0,4,207,5,0,0,0,support,low
9.0,62.0,6,294,4,0,1,0,accounting,low
48.0,57.99999999999999,3,194,3,0,0,0,technical,medium
44.0,53.0,2,147,3,0,1,0,technical,low
59.0,82.0,4,203,4,1,0,0,sales,low
24.0,61.0,5,252,4,0,0,0,technical,medium
83.0,52.0,5,217,3,0,0,0,RandD,low
72.0,75.0,4,211,4,0,0,0,sales,medium
77.0,49.0,4,274,2,1,0,0,support,medium
79.0,87.0,3,194,2,0,0,0,technical,medium
86.0,50.0,4,196,2,0,0,0,sales,low
11.0,89.0,6,250,4,0,1,0,RandD,low
61.0,97.0,3,199,3,1,0,0,accounting,high
64.0,73.0,3,142,3,0,0,0,marketing,low
11.0,81.0,6,260,4,0,1,0,sales,medium
40.0,99.0,4,214,6,1,0,0,support,medium
41.0,48.0,3,155,2,1,0,0,technical,medium
78.0,67.0,5,209,3,0,0,0,technical,low
95.0,71.0,4,151,4,0,0,0,sales,medium
10.0,89.0,7,285,4,0,1,0,technical,low
56.00000000000001,61.0,3,224,3,0,0,0,management,low
71.0,56.00000000000001,3,177,4,0,0,0,support,high
13.0,72.0,4,148,5,0,0,0,hr,medium
53.0,57.99999999999999,4,134,2,0,0,0,technical,low
32.0,95.0,2,184,5,0,0,0,hr,medium
60.0,77.0,4,157,4,0,0,0,product_mng,low
29.0,85.0,4,211,2,0,0,0,product_mng,low
72.0,63.0,4,251,3,0,0,0,sales,medium
57.99999999999999,54.0,3,287,6,0,0,0,technical,medium
98.0,62.0,5,254,5,1,0,0,sales,low
56.99999999999999,66.0,3,268,3,0,0,0,sales,low
94.0,52.0,4,217,6,1,0,0,support,low
77.0,76.0,6,263,6,0,0,0,sales,low
77.0,83.0,5,216,4,0,0,0,IT,medium
38.0,54.0,2,128,3,0,1,0,technical,low
59.0,81.0,4,189,3,0,0,0,sales,medium
37.0,52.0,2,159,3,0,1,0,sales,low
71.0,99.0,3,228,2,0,0,0,support,medium
37.0,56.99999999999999,2,133,3,0,1,0,technical,low
75.0,79.0,4,263,3,0,0,1,marketing,medium
66.0,64.0,4,204,2,0,0,0,RandD,low
49.0,68.0,3,181,3,0,0,0,accounting,medium
86.0,83.0,4,208,3,1,0,0,IT,low
73.0,74.0,5,230,3,0,0,0,support,low
91.0,99.0,5,254,5,0,1,0,technical,medium
83.0,96.0,5,275,5,0,1,0,support,low
42.0,50.0,5,286,4,0,0,0,sales,high
16.0,51.0,3,262,6,0,0,0,sales,low
45.0,41.0,3,216,6,1,0,0,RandD,medium
48.0,61.0,2,121,2,0,0,0,RandD,medium
77.0,86.0,3,101,5,0,0,0,IT,low
87.0,98.0,4,238,3,1,0,0,management,low
83.0,56.00000000000001,3,186,3,0,0,0,product_mng,medium
96.0,82.0,4,244,3,0,0,0,support,high
61.0,69.0,4,160,2,1,0,0,support,high
73.0,63.0,4,174,3,0,0,0,accounting,low
18.0,73.0,5,228,5,0,0,0,support,low
79.0,86.0,5,235,5,0,1,0,support,medium
41.0,46.0,2,128,3,0,1,0,accounting,low
93.0,55.00000000000001,3,134,3,1,0,0,product_mng,low
99.0,37.0,5,155,3,0,0,0,sales,low
57.99999999999999,48.0,3,135,3,1,0,0,hr,medium
42.0,52.0,2,141,3,1,1,0,sales,medium
42.0,97.0,6,259,4,0,1,0,management,high
13.0,65.0,2,209,5,0,0,0,accounting,low
44.0,51.0,2,127,3,0,1,0,technical,medium
43.0,51.0,2,155,3,0,1,0,technical,medium
40.0,37.0,3,169,3,1,0,0,support,medium
43.0,46.0,2,186,2,0,0,0,product_mng,low
87.0,71.0,4,157,2,0,0,0,hr,medium
75.0,96.0,4,150,2,0,0,0,product_mng,low
62.0,79.0,3,141,3,0,0,0,accounting,low
88.0,88.0,5,248,5,0,1,0,technical,medium
76.0,56.99999999999999,5,139,4,0,0,0,sales,medium
52.0,96.0,5,251,2,1,0,0,sales,low
43.0,81.0,3,102,3,0,0,0,sales,medium
85.0,56.99999999999999,5,210,3,0,0,0,sales,low
92.0,68.0,5,210,2,0,0,0,product_mng,low
10.0,79.0,6,274,4,0,1,0,sales,low
43.0,52.0,2,158,3,0,1,0,sales,medium
32.0,80.0,3,263,3,0,0,0,marketing,medium
98.0,79.0,4,138,3,0,0,0,accounting,low
20.0,73.0,3,250,5,0,0,0,sales,medium
74.0,69.0,3,230,2,0,0,0,support,medium
36.0,82.0,4,218,5,0,0,0,RandD,low
51.0,50.0,4,216,2,1,0,0,management,medium
19.0,100.0,4,188,4,1,0,0,marketing,medium
78.0,76.0,3,238,3,0,0,0,marketing,medium
44.0,55.00000000000001,2,135,3,0,1,0,support,low
81.0,99.0,5,143,3,0,0,0,marketing,medium
62.0,43.0,2,106,2,0,0,1,sales,high
79.0,87.0,5,240,2,1,0,0,technical,medium
78.0,87.0,4,236,5,0,1,0,sales,medium
70.0,74.0,3,212,3,0,0,0,sales,low
71.0,80.0,4,199,2,0,0,0,sales,low
18.0,81.0,4,147,4,0,0,0,marketing,low
77.0,49.0,4,184,3,0,0,0,technical,low
10.0,79.0,6,291,4,0,1,0,sales,low
84.0,87.0,4,246,6,0,1,0,hr,low
37.0,50.0,2,141,3,0,1,0,sales,low
32.0,73.0,3,180,6,0,0,0,support,low
69.0,90.0,5,103,5,0,0,0,product_mng,low
54.0,76.0,3,183,3,0,0,0,sales,low
42.0,56.00000000000001,2,149,3,0,1,0,sales,low
10.0,89.0,7,308,4,0,1,0,technical,medium
89.0,92.0,3,195,2,0,0,0,marketing,medium
56.00000000000001,99.0,4,230,3,0,0,0,sales,high
59.0,52.0,6,190,4,0,0,0,sales,medium
93.0,76.0,4,207,2,0,0,0,technical,medium
50.0,87.0,5,245,2,0,0,0,technical,low
43.0,39.0,5,198,5,0,0,0,RandD,medium
76.0,50.0,4,245,3,0,0,0,hr,low
73.0,93.0,3,249,2,0,0,0,IT,medium
90.0,62.0,3,233,5,1,0,0,technical,low
17.0,92.0,4,189,2,0,0,0,technical,medium
79.0,52.0,3,134,2,1,0,0,sales,medium
45.0,50.0,5,99,4,1,0,0,accounting,low
60.0,77.0,4,229,2,0,0,0,sales,low
17.0,86.0,3,286,6,0,0,0,marketing,high
54.0,76.0,4,244,2,0,0,0,support,medium
44.0,50.0,2,132,3,0,1,0,technical,low
99.0,91.0,5,136,4,0,0,0,sales,low
96.0,56.99999999999999,3,151,2,0,0,0,sales,low
91.0,74.0,6,253,2,0,0,0,technical,low
53.0,49.0,3,158,3,0,0,0,sales,medium
92.0,68.0,4,138,7,0,0,0,sales,medium
85.0,69.0,4,216,4,0,0,0,management,low
92.0,90.0,4,179,3,0,0,0,hr,low
67.0,77.0,3,157,3,0,0,0,RandD,medium
10.0,91.0,6,246,4,0,1,0,hr,medium
56.00000000000001,68.0,4,220,2,0,0,0,support,medium
17.0,73.0,4,188,5,0,0,0,technical,low
70.0,68.0,3,150,3,0,0,0,support,low
87.0,93.0,3,173,2,0,0,0,support,low
77.0,83.0,4,231,2,0,0,0,management,medium
77.0,90.0,4,237,5,0,1,0,support,low
96.0,45.0,6,232,2,1,0,0,product_mng,low
90.0,64.0,3,163,3,0,0,0,IT,medium
41.0,56.00000000000001,2,143,3,0,1,0,technical,medium
62.0,61.0,3,266,2,0,0,0,management,high
84.0,93.0,5,225,4,0,0,0,sales,high
79.0,100.0,5,257,6,0,1,0,sales,low
98.0,68.0,5,171,3,0,0,0,management,high
54.0,79.0,5,249,3,1,0,0,management,high
56.99999999999999,53.0,3,162,3,0,0,0,support,low
51.0,79.0,3,137,3,0,0,0,sales,medium
61.0,82.0,3,209,2,0,0,0,sales,low
76.0,78.0,3,189,2,0,0,0,sales,low
51.0,72.0,3,148,2,0,0,0,accounting,medium
61.0,63.0,4,146,4,1,0,0,sales,low
10.0,86.0,6,247,4,0,1,0,sales,medium
24.0,74.0,5,282,3,0,0,0,IT,medium
27.0,56.00000000000001,3,301,3,0,1,0,support,low
80.0,50.0,3,219,3,0,0,0,sales,low
98.0,51.0,3,243,2,0,0,0,sales,low
42.0,41.0,5,240,2,0,0,0,technical,medium
82.0,60.0,3,261,2,1,0,0,IT,medium
43.0,46.0,2,149,3,0,1,0,technical,medium
56.99999999999999,64.0,4,226,7,0,0,0,sales,low
99.0,63.0,5,229,2,0,0,0,support,medium
66.0,53.0,3,164,6,0,0,0,support,low
74.0,79.0,5,237,4,0,0,0,product_mng,low
65.0,82.0,5,265,3,0,0,0,IT,low
98.0,89.0,3,186,2,0,0,0,sales,low
51.0,69.0,3,135,3,0,0,0,IT,medium
10.0,85.0,7,259,4,0,1,0,technical,low
85.0,56.99999999999999,4,216,2,0,0,0,product_mng,low
59.0,72.0,3,182,3,0,0,0,sales,medium
53.0,83.0,4,246,3,0,0,0,IT,high
11.0,85.0,6,299,4,0,1,0,support,medium
24.0,52.0,4,228,5,0,0,0,sales,medium
63.0,64.0,3,243,3,0,0,0,technical,medium
47.0,43.0,4,246,3,0,0,0,support,low
74.0,67.0,5,216,3,0,0,0,sales,low
44.0,48.0,2,146,3,0,1,0,support,low
45.0,55.00000000000001,2,155,3,0,1,0,technical,low
57.99999999999999,61.0,2,191,3,1,0,0,management,low
40.0,51.0,2,160,3,0,1,0,support,medium
72.0,71.0,3,242,2,0,0,0,technical,medium
